TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,SDSS_image,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter
2023zvc,21:46:03.865,+14:10:46.85,2023-12-06 03:15:30.001,2023-12-14,19.6469,ABMag,r - ZTF,0.0769370271882609,0.1760668435985072,Galaxy,-18.722936547783373,472.0275092226519,0.1119,"['326.516085' '14.17967' 'Galaxy' '472.0275092226519' '0.1119'
 '0.07693702718826098' '0.1760668435985072']",,,,,,No,,,,,,A. Munoz-Arancibia
2023abds,10:02:33.730,+09:26:33.18,2023-12-22 14:12:28.800,2023-12-25,18.67,ABMag,G - Gaia,0.0761730211322324,0.1767913445422371,Galaxy,-19.730424757343638,478.7237253481919,0.11353,"['150.640524' '9.442538' 'Galaxy' '478.7237253481919' '0.11353'
 '0.0761730211322324' '0.17679134454223716']",,,,,,Yes,,,,,,S.T. Hodgkin
2023zzt,12:28:30.860,+28:14:11.76,2023-12-12 07:52:19.200,2023-12-15,16.34,ABMag,G - Gaia,0.0866340156573005,0.1771374952140791,Galaxy,-21.78523593593418,421.74232430262987,0.0997,"['187.128558' '28.236609' 'Galaxy' '421.74232430262987' '0.0997'
 '0.08663401565730057' '0.1771374952140791']",,,,,,Yes,,,,,,S.T. Hodgkin
2023xho,22:46:20.677,-01:48:38.47,2023-11-08 04:56:47.904,2023-11-10,18.55,ABMag,r - P1,0.0500035962733616,0.1788386751346596,Galaxy,-20.78942668506227,737.7094334218039,0.17759,"['341.586154' '-1.8107' 'Galaxy' '737.7094334218039' '0.17759'
 '0.05000359627336166' '0.1788386751346596']",,,,,,Yes,,,,,,D. O. Jones (UC Santa Cruz)
2023xca,23:40:00.187,-09:02:24.69,2023-10-09 08:06:43.200,2023-11-09,20.66,ABMag,g - ZTF,0.1639524078175847,0.1844562239917343,Galaxy,-16.168003239128925,232.06019231778865,0.0543,"['355.000815' '-9.040163' 'Galaxy' '232.06019231778865' '0.0543'
 '0.16395240781758477' '0.18445622399173436']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023zyv,14:13:01.346,+00:39:24.58,2023-12-12 13:08:10.003,2023-12-15,19.823,ABMag,r - ZTF,0.0306731434662463,0.1937728777180352,Galaxy,-20.751799183067757,1303.0462676629295,0.3252,"['213.2556' '0.656826' 'Galaxy' '1303.0462676629295' '0.3252'
 '0.030673143466246333' '0.19377287771803522']",,,,,,No,,,,,,A. Munoz-Arancibia
2023vof,01:39:36.375,+29:36:09.63,2023-10-20 10:46:24.960,2023-10-22,18.842,ABMag,cyan - ATLAS,0.1013935877126971,0.1940873672622422,Galaxy,-19.140059558886392,394.83160728362685,0.0932,"['24.901559' '29.602647' 'Galaxy' '394.83160728362685' '0.0932'
 '0.10139358771269713' '0.19408736726224224']",,,,,,No,,,,,,J. Tonry
2019aaua,23:34:33.911,+03:37:43.94,2019-07-07 10:26:24.000,2023-12-21,18.59,ABMag,r - ZTF,0.1687017579224966,0.1946323680893735,Galaxy,-18.29260295958988,237.96911304877685,0.0557,"['353.641323' '3.628834' 'Galaxy' '237.96911304877685' '0.0557'
 '0.16870175792249664' '0.1946323680893735']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023zct,01:17:06.060,+43:40:34.54,2023-12-06 12:07:12.000,2023-12-09,18.89,ABMag,G - Gaia,0.0712001256093709,0.2008521165493977,Galaxy,-19.93410392937058,581.8630590714226,0.1388,"['19.275268' '43.676276' 'Galaxy' '581.8630590714226' '0.1388'
 '0.07120012560937095' '0.20085211654939777']",,,,,,No,,,,,,S.T. Hodgkin
2019aath,16:36:59.943,+26:54:50.84,2019-04-10 09:04:45.120,2023-10-14,20.2368,ABMag,g - ZTF,0.0757076332389093,0.2049198576515787,Galaxy,-18.49754754526955,558.3024183548769,0.133,"['249.249739' '26.914124' 'Galaxy' '558.3024183548769' '0.133'
 '0.0757076332389093' '0.2049198576515787']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023uxu,15:17:57.581,-00:12:01.33,2023-05-15 10:14:18.240,2023-10-16,20.71,ABMag,g - P1,0.0520032824930474,0.2151749537462641,Galaxy,-18.945930470890858,853.4657437678784,0.2069,"['229.48991' '-0.200379' 'Galaxy' '853.4657437678784' '0.2069'
 '0.05200328249304745' '0.21517495374626416']",,,,,,No,,,,,,D. O. Jones (UC Santa Cruz)
2023wih,07:28:34.613,+65:16:04.87,2023-09-24 11:18:14.400,2023-11-04,19.71,ABMag,r - ZTF,0.1111390705759187,0.2192168854308755,Galaxy,-18.337161878745384,406.8481783060232,0.0961,"['112.144291' '65.268029' 'Galaxy' '406.84817830602316' '0.0961'
 '0.11113907057591871' '0.2192168854308755']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023zgc,10:23:44.586,+54:00:31.68,2023-12-09 07:46:33.600,2023-12-10,19.09,ABMag,r - ZTF,0.2275756621206339,0.2296367709673049,Galaxy,-17.501703748254503,208.1329067964809,0.04864,"['155.935705' '54.008752' 'Galaxy' '208.1329067964809' '0.04864'
 '0.2275756621206339' '0.2296367709673049']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023ycd,16:01:17.550,+27:18:41.47,2023-11-11 20:52:48.000,2023-11-20,18.97,ABMag,G - Gaia,0.0914361689532071,0.2341060810430027,Galaxy,-19.64359903492226,528.104425628112,0.12559,"['240.323151' '27.31153' 'Galaxy' '528.104425628112' '0.12559'
 '0.09143616895320718' '0.2341060810430027']",,,,,,Yes,,,,,,S.T. Hodgkin
2023aaqz,11:15:05.100,-13:39:15.34,2023-12-19 14:32:38.400,2023-12-23,18.64,ABMag,G - Gaia,0.0735722007785363,0.2351926037522179,Galaxy,-20.45567522874927,659.3789000935117,0.158,"['168.771229' '-13.65426' 'Galaxy' '659.3789000935117' '0.158'
 '0.07357220077853631' '0.23519260375221795']",,,,,,No,,,,,,S.T. Hodgkin
2021ahys,15:52:24.360,+35:54:02.47,2021-04-18 06:42:01.152,2023-10-14,21.0229,ABMag,r - ZTF,0.07619919520449,0.2511512346806619,Galaxy,-18.13915033442366,679.8452489891366,0.1631,"['238.101474' '35.900684' 'Galaxy' '679.8452489891366' '0.1631'
 '0.07619919520449' '0.2511512346806619']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023zmi,01:55:04.918,+16:47:42.83,2023-12-09 03:39:57.004,2023-12-12,19.7119,ABMag,r - ZTF,0.0422126195558441,0.2513708715984947,Galaxy,-20.73458890320058,1228.2811321997156,0.305,"['28.770489' '16.795242' 'Galaxy' '1228.2811321997156' '0.305'
 '0.042212619555844155' '0.2513708715984947']",,,,,,No,,,,,,A. Munoz-Arancibia
2023ypt,02:03:54.020,-09:24:52.74,2023-11-28 23:06:43.200,2023-12-01,18.48,ABMag,G - Gaia,0.0589625941998381,0.2517778551148539,Galaxy,-21.24433039816662,880.7772319833625,0.21388,"['30.97509' '-9.414635' 'Galaxy' '880.7772319833625' '0.21388'
 '0.05896259419983817' '0.2517778551148539']",,,,,,Yes,,,,,,S.T. Hodgkin
2023xpp,08:48:36.085,+09:07:08.29,2023-11-10 12:08:38.003,2023-11-13,18.8157,ABMag,g - ZTF,0.1901549833457623,0.2535442612888299,Galaxy,-18.38115603515096,275.0243880593604,0.0645,"['132.150321' '9.118928' 'Galaxy' '275.0243880593604' '0.0645'
 '0.19015498334576234' '0.2535442612888299']",,,,,,Yes,,,,,,F. Forster
2018mgx,12:02:49.321,+50:39:50.74,2018-12-12 11:53:18.240,2023-10-14,20.507,ABMag,g - ZTF,0.1315440681005117,0.2536521253501588,Galaxy,-17.490961850926656,397.7336815399983,0.0939,"['180.7055' '50.664058' 'Galaxy' '397.73368153999826' '0.0939'
 '0.13154406810051172' '0.2536521253501588']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023yzc,00:19:07.200,+15:55:47.50,2023-12-06 03:36:00.000,2023-12-07,18.66,ABMag,r - ZTF,0.0812394837279731,0.2544762587335926,Galaxy,-20.391526247751163,646.1081950636537,0.1547,"['4.780014' '15.929843' 'Galaxy' '646.1081950636537' '0.1547'
 '0.08123948372797316' '0.25447625873359264']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023wmd,22:36:07.998,+01:39:04.34,2023-11-01 05:52:35.040,2023-11-04,18.41,ABMag,w - P1,0.8145070643081648,0.2553380824930333,Galaxy,-15.643229352082331,64.66151420070861,0.015,"['339.033519' '1.651089' 'Galaxy' '64.66151420070861' '0.015'
 '0.8145070643081648' '0.2553380824930333']",,,,,,No,,,,,,K. C. Chambers
2023ugy,21:40:44.020,+21:00:58.57,2023-10-06 06:59:02.400,2023-10-08,18.0,ABMag,G - Gaia,0.0817341402406735,0.2558662420515903,Galaxy,-21.05017312528846,645.7057072529321,0.1546,"['325.183413' '21.016247' 'Galaxy' '645.7057072529321' '0.1546'
 '0.08173414024067355' '0.25586624205159036']",,,,,,No,,,,,,S.T. Hodgkin
2018mli,11:07:52.832,+44:21:44.99,2018-04-09 05:58:33.600,2023-12-12,20.09,ABMag,r - ZTF,0.1650985340742954,0.258245952221603,Galaxy,-17.45357719567725,322.63794225774365,0.07586,"['166.970144' '44.362452' 'Galaxy' '322.63794225774365' '0.07586'
 '0.16509853407429545' '0.25824595222160307']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2021ahxa,16:08:26.254,+39:44:49.65,2021-01-05 12:18:25.056,2023-10-14,20.2008,ABMag,r - ZTF,0.0912026740813756,0.2588922218261578,Galaxy,-18.636882818911403,585.5130293018071,0.1397,"['242.109397' '39.74715' 'Galaxy' '585.5130293018071' '0.1397'
 '0.09120267408137561' '0.2588922218261578']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023tmt,08:36:31.976,-01:36:00.30,2023-09-24 12:11:16.996,2023-09-25,20.0548,ABMag,r - ZTF,0.2207588450949277,0.2605597740287974,Galaxy,-16.877271943572197,243.452584121446,0.057,"['129.133282' '-1.600046' 'Galaxy' '243.452584121446' '0.057'
 '0.22075884509492774' '0.2605597740287974']",,,,,,No,,,,,,F. Forster
2023zxx,05:32:13.735,-02:00:01.20,2023-12-09 05:34:04.800,2023-12-14,20.12,ABMag,g - ZTF,0.1840494027911063,0.2611369892872976,Galaxy,-17.211795566567783,292.6571327132621,0.0687,"['83.057236' '-2.000384' 'Galaxy' '292.6571327132621' '0.0687'
 '0.1840494027911063' '0.26113698928729767']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023yrr,11:56:36.742,+12:22:35.04,2023-12-03 14:55:52.896,2023-12-06,18.679,ABMag,orange - ATLAS,0.5300713436547322,0.2644729512441243,Galaxy,-16.38336034189206,102.91343363574664,0.02392,"['179.153012' '12.376275' 'Galaxy' '102.91343363574663' '0.02392'
 '0.5300713436547322' '0.2644729512441243']",,,,,,Yes,,,,,,J. Tonry
2021ahzm,00:34:36.249,+07:11:02.97,2021-07-04 10:06:25.632,2023-10-14,20.0078,ABMag,g - ZTF,0.0650763961184464,0.2735924191236556,Galaxy,-19.68272849310024,867.1729026763461,0.2104,"['8.651054' '7.184166' 'Galaxy' '867.1729026763461' '0.2104'
 '0.06507639611844648' '0.2735924191236556']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023xyg,05:01:06.299,-03:02:47.66,2023-11-17 10:36:40.032,2023-11-18,21.48,ABMag,w - P1,0.1618129250343587,0.2751752352120338,Galaxy,-16.245106354905747,350.76905358418225,0.0826,"['75.276214' '-3.046604' 'Galaxy' '350.76905358418225' '0.0826'
 '0.16181292503435873' '0.27517523521203385']",,,,,,No,,,,,,K. C. Chambers
2020afgt,14:46:00.095,+56:23:16.51,2020-02-02 12:18:43.200,2023-12-14,21.01,ABMag,g - ZTF,0.034726502389572,0.2795715807525284,Galaxy,-20.09128555645137,1660.569708004858,0.42504,"['221.500385' '56.387927' 'Galaxy' '1660.569708004858' '0.42504'
 '0.034726502389572096' '0.27957158075252847']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2018mgt,10:06:32.651,+14:24:50.61,2018-12-05 13:07:27.840,2023-10-14,19.9617,ABMag,g - ZTF,0.1637400951872378,0.2855612971386445,Galaxy,-17.81814720347632,359.72402214063175,0.08475,"['151.636092' '14.41405' 'Galaxy' '359.72402214063175' '0.08475'
 '0.1637400951872378' '0.2855612971386445']",,,,,,Yes,,,,,,Patrick Aleo (UIUC)
2020afev,12:10:08.091,+46:06:39.21,2020-11-06 11:54:41.184,2023-10-14,20.0838,ABMag,r - ZTF,0.0395856738245504,0.2899221237796151,Galaxy,-20.81204224193884,1510.6659776440422,0.3825,"['182.533697' '46.110894' 'Galaxy' '1510.6659776440422' '0.3825'
 '0.03958567382455044' '0.2899221237796151']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023uzk,07:42:27.080,+46:56:42.94,2023-10-12 14:44:09.600,2023-10-16,17.96,ABMag,G - Gaia,0.0857566036717557,0.2908737772309801,Galaxy,-21.264310655407307,699.6198629802655,0.16804,"['115.612843' '46.945284' 'Galaxy' '699.6198629802655' '0.16804'
 '0.08575660367175572' '0.2908737772309801']",,,,,,Yes,,,,,,S.T. Hodgkin
2021aiao,22:42:54.849,-05:22:34.00,2021-08-14 09:08:38.400,2023-10-25,18.24,ABMag,r - ZTF,0.2093846167720559,0.2949545775866494,Galaxy,-19.07617751182026,290.5597829123137,0.0682,"['340.728587' '-5.376142' 'Galaxy' '290.5597829123137' '0.0682'
 '0.20938461677205591' '0.2949545775866494']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2018mls,11:15:21.894,+31:31:24.90,2018-11-07 12:36:00.000,2023-12-21,19.43,ABMag,r - ZTF,0.5278679364982778,0.2950077584760315,Galaxy,-15.878666438998508,115.27451078828128,0.02681,"['168.841056' '31.523556' 'Galaxy' '115.27451078828129' '0.02681'
 '0.5278679364982778' '0.2950077584760315']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2021ahvq,23:34:53.607,+11:24:47.28,2021-08-18 10:20:13.344,2023-10-14,20.7659,ABMag,g - ZTF,0.1275885685683777,0.2960464128094353,Galaxy,-17.63396585528334,478.6005254192335,0.1135,"['353.723396' '11.41312' 'Galaxy' '478.60052541923346' '0.1135'
 '0.12758856856837777' '0.29604641280943533']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023xqc,11:16:24.917,+52:37:21.55,2023-11-12 14:59:40.992,2023-11-14,18.35,ABMag,g - P1,0.1366337968440635,0.2990793189362785,Galaxy,-19.92326689675441,451.49545138732094,0.10691,"['169.103769' '52.622674' 'Galaxy' '451.49545138732094' '0.10691'
 '0.13663379684406357' '0.29907931893627854']",,,,,,Yes,,,,,,D. O. Jones (UC Santa Cruz)
2020affe,00:33:59.158,+37:09:34.71,2020-08-11 10:05:58.848,2023-10-14,19.8889,ABMag,g - ZTF,0.1456791371233006,0.3010756148821254,Galaxy,-18.25961677389582,426.28824278245753,0.1008,"['8.496542' '37.159647' 'Galaxy' '426.28824278245753' '0.1008'
 '0.14567913712330063' '0.3010756148821254']",,,,,,No,,,,,,Patrick Aleo (UIUC)
2023yfq,15:13:26.250,+27:04:55.02,2023-11-16 15:07:12.000,2023-11-22,18.68,ABMag,G - Gaia,0.0597289169488953,0.3023906536416892,Galaxy,-21.414044284399537,1044.2605146821925,0.2562,"['228.359385' '27.081964' 'Galaxy' '1044.2605146821923' '0.2562'
 '0.05972891694889532' '0.3023906536416892']",,,,,,No,,,,,,S.T. Hodgkin
2023vkn,07:48:28.657,+13:46:14.87,2023-10-15 10:51:07.004,2023-10-20,19.9336,ABMag,g - ZTF,0.1284282671023026,0.3054046389715086,Galaxy,-18.519600700874776,490.50127450353455,0.1164,"['117.119372' '13.77078' 'Galaxy' '490.50127450353455' '0.1164'
 '0.12842826710230265' '0.30540463897150866']",,,,,,No,,,,,,A. Munoz-Arancibia
2020afgm,11:19:02.822,+65:23:37.94,2020-06-26 05:19:40.800,2023-11-10,18.96,ABMag,g - ZTF,0.2808482060675452,0.3144187380387377,Galaxy,-17.857309496386613,230.9201863392657,0.05403,"['169.761595' '65.393834' 'Galaxy' '230.92018633926574' '0.05403'
 '0.2808482060675452' '0.3144187380387377']",,,,,,Yes,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023aaxe,00:05:58.885,+12:37:51.10,2023-10-05 11:18:18.720,2023-12-24,20.71,ABMag,w - P1,0.0646591289746002,0.3175096572423245,Galaxy,-19.317761112071288,1012.8665352012782,0.248,"['1.495336' '12.630864' 'Galaxy' '1012.8665352012782' '0.248'
 '0.06465912897460027' '0.3175096572423245']",,,,,,No,,,,,,K. C. Chambers
2023zld,12:45:40.004,-12:34:04.57,2023-12-09 12:10:04.800,2023-12-11,18.92,ABMag,g - ZTF,0.1840426763133326,0.3218973942049863,Galaxy,-18.866120270209574,360.7647147979123,0.085,"['191.416631' '-12.567934' 'Galaxy' '360.7647147979123' '0.085'
 '0.18404267631333265' '0.3218973942049863']",,,,,,No,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2021ahvo,10:03:13.798,+28:39:44.53,2021-01-04 10:38:24.576,2023-10-14,19.5035,ABMag,r - ZTF,0.1823180544409576,0.3255743522031056,Galaxy,-18.3277282026613,368.3372493145856,0.08682,"['150.807444' '28.662398' 'Galaxy' '368.33724931458556' '0.08682'
 '0.18231805444095764' '0.3255743522031056']",,,,,,Yes,,,,,,Patrick Aleo (UIUC)
